timestamp,open,high,low,close,volume,instrument,timeframe
2026-03-10 00:00:00,47535.69,47563.75,47488.72,47502.25,0,DOW,15m
2026-03-10 00:15:00,47501.18,47617.71,47501.18,47617.24,0,DOW,15m
2026-03-10 00:30:00,47615.72,47676.7,47574.74,47663.16,0,DOW,15m
2026-03-10 00:45:00,47662.15,47671.45,47608.19,47613.22,0,DOW,15m
2026-03-10 01:00:00,47612.66,47675.16,47596.15,47657.21,0,DOW,15m
2026-03-10 01:15:00,47656.19,47670.25,47610.66,47614.18,0,DOW,15m
2026-03-10 01:30:00,47615.25,47631.69,47596.65,47614.25,0,DOW,15m
2026-03-10 01:45:00,47613.65,47693.7,47607.45,47673.24,0,DOW,15m
2026-03-10 02:00:00,47673.19,47680.95,47656.19,47671.71,0,DOW,15m
2026-03-10 02:15:00,47672.24,47674.45,47648.2,47659.16,0,DOW,15m
2026-03-10 02:30:00,47660.2,47661.16,47610.15,47616.65,0,DOW,15m
2026-03-10 02:45:00,47616.21,47620.15,47547.7,47553.21,0,DOW,15m
2026-03-10 03:00:00,47554.7,47601.25,47548.65,47583.65,0,DOW,15m
2026-03-10 03:15:00,47584.18,47627.16,47555.18,47564.75,0,DOW,15m
2026-03-10 03:30:00,47564.18,47568.75,47499.69,47499.69,0,DOW,15m
2026-03-10 03:45:00,47500.15,47535.45,47461.7,47511.25,0,DOW,15m
2026-03-10 04:00:00,47512.19,47530.45,47480.74,47525.15,0,DOW,15m
2026-03-10 04:15:00,47525.74,47546.25,47517.16,47528.15,0,DOW,15m
2026-03-10 04:30:00,47529.15,47567.21,47523.15,47548.15,0,DOW,15m
2026-03-10 04:45:00,47547.2,47562.15,47525.69,47551.95,0,DOW,15m
2026-03-10 05:00:00,47553.21,47639.16,47550.15,47618.72,0,DOW,15m
2026-03-10 05:15:00,47620.18,47633.18,47590.69,47614.74,0,DOW,15m
2026-03-10 05:30:00,47614.45,47633.25,47599.16,47619.15,0,DOW,15m
2026-03-10 05:45:00,47618.75,47651.21,47612.72,47643.22,0,DOW,15m
2026-03-10 06:00:00,47641.68,47656.18,47634.2,47651.24,0,DOW,15m
2026-03-10 06:15:00,47650.68,47656.24,47619.45,47652.2,0,DOW,15m
2026-03-10 06:30:00,47652.68,47675.71,47646.15,47648.75,0,DOW,15m
2026-03-10 06:45:00,47649.24,47663.69,47629.68,47649.16,0,DOW,15m
2026-03-10 07:00:00,47644.68,47753.15,47621.21,47707.24,0,DOW,15m
2026-03-10 07:15:00,47705.72,47841.18,47703.69,47833.2,0,DOW,15m
2026-03-10 07:30:00,47834.7,47848.15,47772.18,47833.19,0,DOW,15m
2026-03-10 07:45:00,47833.68,47866.19,47815.2,47862.22,0,DOW,15m
2026-03-10 08:00:00,47863.45,47908.16,47831.65,47854.19,0,DOW,15m
2026-03-10 08:15:00,47853.25,47921.75,47827.21,47907.69,0,DOW,15m
